guideId,outletId,originType,originId,transportationType,title,estimatedDuration,estimatedCost,recommended,steps,updatedAt
serravalle-milan-official-shuttle,serravalle-designer-outlet,city_center,milan-city-center,shuttle,Milan to Serravalle Designer Outlet by Official Partner Shuttle,90 min from Milan by Zani Viaggi; McArthurGlen notes about 60 min by road,Estimated €25–35 adult return with an official partner; check selected operator,true,"[{""order"":1,""description"":""Check Serravalle's official bus connection page for current daily partner shuttles, pickup points, fares, and return times.""},{""order"":2,""description"":""Book an official partner listed by the outlet, such as Zani Viaggi or Frigerio Viaggi; Zani departures are from Milano Centrale railway station and Largo Cairoli, while Frigerio also lists Piazza IV Novembre, Via Fatebenefratelli/Piazza San Marco, and Via Paleocapa.""},{""order"":3,""description"":""Arrive at the exact Milan pickup point on your ticket at least 15 minutes before departure, because seats and return options depend on the selected partner service.""},{""order"":4,""description"":""Ride the direct partner shuttle to Serravalle Designer Outlet and follow signs from the coach stop to the shops and Guest Services.""},{""order"":5,""description"":""Before shopping, confirm the same-day return departure: current official examples include Zani returns at 16:15, 17:15, and 19:15, and Frigerio around 18:30, subject to the ticket you booked.""}]",2026-07-02
serravalle-train-bus,serravalle-designer-outlet,city_center,milan-city-center,train,Milan to Serravalle by Trenitalia Train + Serravalle Outlet Link Bus,≈90–120 min total (estimated); check official rail timetable,Official Outlet Link bus €2 each way plus rail fare,false,"[{""order"":1,""description"":""Use Trenitalia and select 'Serravalle Outlet' as the arrival or departure location so the train and dedicated Outlet Link bus can be purchased together.""},{""order"":2,""description"":""Travel by official rail service from Milan toward the Turin-Genoa regional line, using the itinerary Trenitalia offers via Arquata Scrivia, Serravalle Scrivia, or Novi Ligure.""},{""order"":3,""description"":""At the interchange station, look for the dedicated-livery bus waiting in front of the station and board for Serravalle Designer Outlet.""},{""order"":4,""description"":""Keep the combined ticket available; Trenitalia states the station-to-outlet bus supplement is €2 one way, with children aged 4–12 free on that bus fare.""},{""order"":5,""description"":""Before shopping, check the last Outlet Link bus back to your station and the onward train to Milan, because the bus timetable follows outlet opening days and may vary.""}]",2026-07-02
serravalle-genoa-bus-or-car,serravalle-designer-outlet,city_center,genoa-city-center,bus,Genoa to Serravalle by Officially Listed FlixBus or Car,≈60–75 min by listed coach (estimated); about 45 min by car,Confirm FlixBus fare; car fuel/tolls ≈€8–15 each way (estimated),false,"[{""order"":1,""description"":""Check Serravalle's official bus connection page for the currently listed Genoa service and book through the official FlixBus link if the times suit your shopping day.""},{""order"":2,""description"":""Use the listed Genova Fanti d'Italia departure point and confirm the outlet-bound stop on your ticket before travel.""},{""order"":3,""description"":""Ride to Serravalle Designer Outlet, then note the arrival stop for your return.""},{""order"":4,""description"":""Before shopping, confirm the available return departures; the outlet page lists examples such as 13:16 and 21:16 from Serravalle, subject to current booking availability.""},{""order"":5,""description"":""If driving instead, follow the A7 toward Serravalle Scrivia; McArthurGlen notes Genoa is about 45 minutes by car, and visitor parking is available at the centre.""}]",2026-07-02
serravalle-milan-airports-via-city,serravalle-designer-outlet,airport,milan-airports,shuttle,Milan Airports to Serravalle via Milan Partner Shuttle,≈2–3 hr total one way including airport-city transfer (estimated),Official airport transfer fare plus Zani Viaggi from €25 return or partner fare,false,"[{""order"":1,""description"":""From Malpensa, Linate, or Bergamo, use the official airport train or coach connection to reach central Milan with enough buffer for luggage and traffic.""},{""order"":2,""description"":""Book the official Serravalle partner shuttle that best matches your airport arrival; current outlet-listed Milan pickups include Centrale, Largo Cairoli, Brera/San Marco, Cadorna, Navigli, and Corso Buenos Aires depending on partner.""},{""order"":3,""description"":""Go to the exact pickup point shown on your partner ticket and board the direct shuttle to Serravalle Designer Outlet.""},{""order"":4,""description"":""For the return, confirm both the fixed shuttle return time to Milan and your onward official airport connection before shopping.""},{""order"":5,""description"":""If the schedules do not protect your flight time, use a licensed taxi, rental car, or pre-booked transfer and confirm the fare directly with the provider.""}]",2026-07-02
the-mall-firenze-florence-direct-bus,the-mall-firenze,city_center,florence-city-center,bus,Florence to The Mall Firenze by Official The Mall by Bus,≈35–50 min (estimated); check official timetable,€18 adult return (€9.50 one way); reduced return €9; under 4 free with paying adult,true,"[{""order"":1,""description"":""Open The Mall Firenze visit page and Busitalia's official The Mall by Bus page to confirm the current timetable and ticket rules for your shopping date.""},{""order"":2,""description"":""Go to the Piazzale Montelungo bus terminal, a few minutes' walk from Firenze Santa Maria Novella station, and arrive before departure; online tickets receive priority boarding.""},{""order"":3,""description"":""Board the direct Busitalia The Mall by Bus service from Florence to The Mall Firenze at Via Europa 8, Leccio Reggello.""},{""order"":4,""description"":""Keep the ticket available; Busitalia lists tickets online, on board without a price increase, through Trenitalia channels, and through supported ticket apps.""},{""order"":5,""description"":""Before shopping, check the current outward and return times on the official Busitalia page.""}]",2026-08-03
the-mall-firenze-florence-airport-via-city,the-mall-firenze,airport,florence-airport,bus,Florence Airport to The Mall Firenze via Florence Direct Bus,≈60–90 min total one way including airport-city transfer (estimated),Official airport transfer fare plus bus one way €9.50 or round trip €18,false,"[{""order"":1,""description"":""From Florence Airport, use the official airport tram, taxi, or licensed transfer to reach Firenze Santa Maria Novella / central Florence.""},{""order"":2,""description"":""Walk from SMN to the Piazzale Montelungo bus terminal and allow enough buffer for the next official The Mall by Bus departure.""},{""order"":3,""description"":""Buy or show your Busitalia ticket and take the direct bus to The Mall Firenze, Via Europa 8, Leccio Reggello.""},{""order"":4,""description"":""For the return, confirm both the direct bus back to Florence and your onward airport connection before shopping, especially for evening flights.""},{""order"":5,""description"":""If the bus timetable does not fit your flight, use a licensed taxi, rental car, or pre-booked private transfer and confirm the fare with the provider.""}]",2026-07-02
the-mall-firenze-train-local-transfer,the-mall-firenze,city_center,florence-city-center,train,Florence to The Mall Firenze by Train plus Local Transfer,≈60–90 min total (estimated),≈€8–15 total with local transfer (estimated); confirm official rail and local fares,false,"[{""order"":1,""description"":""Use the official rail timetable from Firenze Santa Maria Novella to the Valdarno/Reggello area only if the direct Busitalia The Mall by Bus timetable does not suit you.""},{""order"":2,""description"":""Book the train shown by the official rail operator and confirm the practical arrival station for a taxi or local bus toward Leccio Reggello before leaving Florence.""},{""order"":3,""description"":""At the arrival station, use an official local taxi rank or confirmed local bus connection to The Mall Firenze, Via Europa 8.""},{""order"":4,""description"":""Ask the local provider where to meet for the return transfer and keep enough time for your onward train to Florence.""},{""order"":5,""description"":""For most travellers, prefer the official direct bus because it is purpose-built for The Mall Firenze and avoids an unconfirmed local transfer.""}]",2026-07-02
the-mall-firenze-car-transfer,the-mall-firenze,city_center,florence-city-center,taxi,"Florence to The Mall Firenze by Car, Taxi, or Private Transfer",≈35–50 min (estimated),≈€8–15 fuel/tolls each way (estimated); taxi/private transfer confirm with provider,false,"[{""order"":1,""description"":""From Florence, take the A1 motorway in the direction of Rome, as described by The Mall Firenze's official visit page.""},{""order"":2,""description"":""Leave the motorway at the Incisa-Reggello exit, keep right toward Pontassieve, and continue as far as Leccio.""},{""order"":3,""description"":""Drive to The Mall Firenze at Via Europa 8, 50066 Leccio Reggello (FI), then use the outlet parking area or your agreed drop-off point.""},{""order"":4,""description"":""If using a taxi or private transfer, confirm the fare, tolls, luggage capacity, waiting policy, and exact return pickup point before leaving the vehicle.""},{""order"":5,""description"":""For the return to Florence, allow extra time for A1 traffic; if switching to the direct bus, check the official Busitalia return timetable before shopping.""}]",2026-07-02
valdichiana-village-florence-car,valdichiana-village,city_center,florence-city-center,taxi,Florence to Valdichiana Village by Car,60 min from Florence,Parking complimentary; fuel/tolls/taxi costs vary,false,"[{""order"":1,""description"":""Check Valdichiana Designer Village's official directions page for current access information and opening hours.""},{""order"":2,""description"":""Drive south from Florence toward Foiano della Chiana; the outlet states it is about a 60-minute drive from Florence.""},{""order"":3,""description"":""Follow signs to Via Enzo Ferrari 5, 52045 Foiano della Chiana, and use the Village parking areas.""},{""order"":4,""description"":""If using a taxi or private transfer, confirm the round-trip fare, waiting policy, and pickup point before leaving the vehicle.""},{""order"":5,""description"":""For the return to Florence, allow extra time for A1 traffic and weekend shopping peaks.""}]",2026-07-03
valdichiana-village-arezzo-train-bus,valdichiana-village,station,arezzo-station,bus,Arezzo Station to Valdichiana Village by Tiemme Bus LS5,50 min by bus from Arezzo Terminal Tiemme,Estimated €3–6 one way for Tiemme LS5 only; station walk free; upstream rail excluded,true,"[{""order"":1,""description"":""Use Trenitalia to reach Arezzo station, then confirm the current Tiemme Line LS5 timetable from Arezzo Terminal Tiemme.""},{""order"":2,""description"":""Walk from Arezzo station to the Tiemme bus terminal and board Line LS5 toward Foiano/Bettolle.""},{""order"":3,""description"":""Ride to the Valdichiana Designer Village stop; the outlet's official page lists a 50-minute bus journey.""},{""order"":4,""description"":""Follow the signed pedestrian route from the bus stop to the Village entrance.""},{""order"":5,""description"":""Before shopping, check the last LS5 return to Arezzo Terminal Tiemme and your onward Trenitalia connection.""}]",2026-08-03
